Id,Gloss,start_ms,end_ms,EAF,Participant,Signer,SourceVideo,SampleVideo
357,BETEKENEN-A,196875,197072,CVGT_01/CVGT_0102.eaf,i001,i2,CVGT_01/CVGT_0102_i001.mp4,CVGT_0102.eaf_357.mp4
361,WG-3,87550,87780,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_361.mp4
363,OVER-A,88221,88601,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_363.mp4
365,KIKKER-A,89475,90028,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_365.mp4
367,MEER-A,93591,93978,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_367.mp4
370,VEEL-C,94984,95133,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_370.mp4
371,SWEEP,95151,95541,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_371.mp4
374,WG-3,97737,98290,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_374.mp4
375,JONGEN-A,98361,99428,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_375.mp4
376,SLAPEN-A,99557,100102,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_376.mp4
377,IN-B,100130,100279,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_377.mp4
379,DENKEN-A,101826,101936,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_379.mp4
380,WG-1,101954,102200,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_380.mp4
381,WG-3,102430,103307,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_381.mp4
382,SAMEN-A,103327,103760,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_382.mp4
383,KIKKER-A,103920,104372,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_383.mp4
384,WG-3,104398,104537,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_384.mp4
386,IN-A ,105208,105896,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_386.mp4
388,WG-3,106967,107197,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_388.mp4
389,KIKKER-A,107233,107546,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_389.mp4
390,WILLEN-B,108518,108792,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_390.mp4
397,WEG-E,113546,113960,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_397.mp4
398,AF-B,113981,114217,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_398.mp4
399,JONGEN-A,114414,114774,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_399.mp4
401,WAKKER-A,115021,115613,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_401.mp4
402,VAN-1,115947,116213,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_402.mp4
403,KIKKER-A,116232,116448,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_403.mp4
404,VERDWIJNEN-A,116467,117212,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_404.mp4
406,ZOEKEN-A,118687,119028,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_406.mp4
407,WILLEN-B,119042,119268,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_407.mp4
408,NAAR-A,119288,119340,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_408.mp4
409,ZOEKEN-A,119364,119782,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_409.mp4
410,TERUG-A,119801,119974,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_410.mp4
411,VINDEN-C,119985,120413,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_411.mp4
414,WG-1,123147,123363,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_414.mp4
415,DENKEN-A,123377,123618,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_415.mp4
416,ONGEVEER-A,123754,124028,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_416.mp4
418,HOND-A,124520,125048,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_418.mp4
419,HEBBEN-A,125070,125426,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_419.mp4
420,TERUG-A,125452,125754,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_420.mp4
421,HELPEN-A,125785,126030,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_421.mp4
422,VAN-1,126053,126419,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_422.mp4
423,WG-3,126493,126752,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_423.mp4
425,ZOEKEN-A,127971,128424,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_425.mp4
427,WAT-A,129310,129569,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_427.mp4
428,ONTMOETEN-A,130082,130673,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_428.mp4
429,WAT-A,130682,130812,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_429.mp4
433,ONTMOETEN-A,136478,137581,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_433.mp4
437,VOGEL-A,142471,142947,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_437.mp4
439,OF-A,143321,143485,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_439.mp4
441,WETEN-NIET-A,144234,144551,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_441.mp4
442,DAN-A,144678,144841,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_442.mp4
443,GEBAREN-B,144862,145174,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_443.mp4
446,WG-1,146038,146225,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_446.mp4
447,DENKEN-A,146724,146873,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_447.mp4
448,WG-1,146887,147016,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_448.mp4
449,WG-3,147040,147275,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_449.mp4
450,GOED-B,147659,147885,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_450.mp4
452,NIET-C,148114,148302,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_452.mp4
453,GOED-B,148330,148518,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_453.mp4
454,ZIEN-A,148537,148825,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_454.mp4
455,WG-3,148866,149000,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_455.mp4
456,WG-1,149026,149175,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_456.mp4
458,BEETJE-A,150552,150662,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_458.mp4
461,JUIST-A,151799,152265,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_461.mp4
462,VOORT-A,153678,153923,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_462.mp4
463,ZOEKEN-A,153941,154562,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_463.mp4
464,WG-3,154594,155038,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_464.mp4
465,DAN-A,155100,155368,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_465.mp4
468,WILLEN-B,157522,157858,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_468.mp4
469,KIJKEN-A,157884,158072,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_469.mp4
470,WG-3,158082,158467,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_470.mp4
474,WG,161725,162018,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_474.mp4
475,WG,162104,162402,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_475.mp4
477,WAT-A,163485,164216,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_477.mp4
482,VINDEN-C,166776,167059,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_482.mp4
483,HERT-B,167385,168313,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_483.mp4
484,ZELFDE-A,168942,169476,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_484.mp4
485,DENKEN-A,169888,170172,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_485.mp4
486,WG-1,170215,170470,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_486.mp4
488,WG-3,171138,171355,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_488.mp4
489,WILLEN-B,171503,171686,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_489.mp4
490,ZOEKEN-A,171742,172343,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_490.mp4
492,ZOEKEN-A,173228,173708,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_492.mp4
496,HELPEN-A,175941,176403,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_496.mp4
501,VERDWIJNEN-A,179708,179972,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_501.mp4
502,DENKEN-A,179996,180179,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_502.mp4
503,WG-1,180224,180416,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_503.mp4
504,JA-A,180567,180677,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_504.mp4
506,LAATSTE-B,180965,181215,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_506.mp4
508,WAT-A,181884,182546,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_508.mp4
509,TERUG-A,182644,182826,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_509.mp4
510,VINDEN-C,182852,183129,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_510.mp4
512,ALLEEN-A,183654,184225,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_512.mp4
513,NIET-B,184242,184411,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_513.mp4
514,FAMILIE-A,184516,185429,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_514.mp4
518,VERBINDEN-A,186965,187220,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_518.mp4
520,OOK-A,187596,187956,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_520.mp4
522,TERUG-A,188518,188715,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_522.mp4
523,VINDEN-C,188738,189272,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_523.mp4
524,WG-1,189498,189765,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_524.mp4
526,WG-1,190364,190550,CVGT_01/CVGT_0104.eaf,i001,i2,CVGT_01/CVGT_0104_i001.mp4,CVGT_0104.eaf_526.mp4
529,KUNNEN-NIET-A,32463,32666,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_529.mp4
530,ONTHOUDEN-A,32770,32980,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_530.mp4
531,KUNNEN-NIET-A,33081,33308,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_531.mp4
533,GOED-A,35513,36086,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_533.mp4
534,MISSCHIEN-A,37256,37478,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_534.mp4
535,C_ 1,40471,40576,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_535.mp4
536,MAN-B0WANG,40848,41050,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_536.mp4
538,SWEEP,41683,41858,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_538.mp4
539,C_ 1,42011,42111,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_539.mp4
540,MAN-B0WANG,42249,42333,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_540.mp4
541,WG-3,42390,42448,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_541.mp4
546,KLEIN-C,45366,45600,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_546.mp4
547,STRAAT-BHANDEN,45810,46132,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_547.mp4
550,MAN-B0WANG,47333,47462,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_550.mp4
553,GELD-A,50125,50244,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_553.mp4
554,OPMERKEN-GOC,50771,51014,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_554.mp4
555,WG,51059,51119,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_555.mp4
559,AF-A,53735,53821,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_559.mp4
566,NAAR-A,57173,57252,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_566.mp4
575,AF-A,63109,63384,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_575.mp4
576,HEBBEN-A,63492,63739,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_576.mp4
578,GOED-A,64327,64878,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_578.mp4
580,WG,66742,66835,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_580.mp4
581,NU-A,66863,66931,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_581.mp4
582,OP-A,67054,67266,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_582.mp4
583,AUTO-RIJDEN-A,67487,68633,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_583.mp4
584,GEEL-YHAND,68789,68948,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_584.mp4
585,AUTO-RIJDEN-A,69019,69250,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_585.mp4
586,GEEL-YHAND,69273,69385,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_586.mp4
589,ZITTEN-A,70134,70358,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_589.mp4
591,C_ 1,71747,71820,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_591.mp4
593,JONGEN-A,72318,72416,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_593.mp4
596,ROOD-A,73735,73844,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_596.mp4
597,AUTO-RIJDEN-A,74011,74193,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_597.mp4
598,C_ 2,74312,74454,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_598.mp4
599,TER-PLAATSE-YHAND,74582,74772,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_599.mp4
600,BEWAKEN-A,74879,75083,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_600.mp4
602,DAN-A,76046,76128,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_602.mp4
603,VOLGEN-A,76192,76334,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_603.mp4
605,IN-A,77653,77729,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_605.mp4
611,OPMERKEN-GOC,81710,82056,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_611.mp4
612,WG,82102,82206,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_612.mp4
613,TANKEN-A,82240,82530,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_613.mp4
614,VERDWIJNEN-A,82712,83152,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_614.mp4
616,TANKEN-A,84312,84988,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_616.mp4
618,MAN-B0WANG,85525,85672,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_618.mp4
620,WG-3,86353,86522,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_620.mp4
621,MAN-B0WANG,86603,86787,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_621.mp4
622,MOETEN-A,86955,87074,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_622.mp4
623,WG-1,87135,87224,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_623.mp4
624,WC-DUIM,87420,88347,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_624.mp4
625,ENVELOPPE-BOPB,88651,89097,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_625.mp4
627,AUTO-RIJDEN-A,89774,90131,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_627.mp4
628,WC-DUIM,90901,91022,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_628.mp4
629,NAAR-A,91129,91898,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_629.mp4
630,C_ 2,91995,92122,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_630.mp4
631,MAN-B0WANG,92205,92285,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_631.mp4
632,ROOD-A,92346,92474,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_632.mp4
633,AUTO-RIJDEN-A,92500,92580,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_633.mp4
637,NAAR-A,94658,94740,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_637.mp4
638,WC-DUIM,94867,95116,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_638.mp4
639,SCHIETEN-A,95264,95650,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_639.mp4
640,DOOD-BOPBHAND,95841,96132,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_640.mp4
641,AF-A,96408,96678,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_641.mp4
643,HEBBEN-A,98013,98466,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_643.mp4
647,IN-A,100103,100263,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_647.mp4
648,VERDWIJNEN-A,100305,100437,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_648.mp4
649,NIETS-A,100489,100918,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_649.mp4
650,NAAR-A,101632,101889,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_650.mp4
651,GEEL-YHAND,101966,102177,CVGT_01/CVGT_0105.eaf,i002,i1,CVGT_01/CVGT_0105_i002.mp4,CVGT_0105.eaf_651.mp4
